timestamp,tweet_text,username,all_hashtags,followers_count
2021-10-22 07:26:59+00:00,Finally vaccinated 👍#corona #vaccinated #CovidVaccine #omjadhav #omjadhavines https://t.co/0J7sSgn0PX,b'OmJadha39437959',"['corona', 'vaccinated', 'CovidVaccine', 'omjadhav', 'omjadhavines']",12
2021-10-22 07:25:49+00:00,Has anybody heard from the #cremation and burial #FOI guy who asked all the councils for their numbers to prove covid was a hoax? He seems to have gone quiet since he started getting figures back. #COVID19 #COVIDIOTS #Corona #CoronavirusAct,b'JustSteve68',"['cremation', 'FOI', 'COVID19', 'COVIDIOTS', 'Corona', 'CoronavirusAct']",468
2021-10-22 07:24:50+00:00,#Covid_19 #Corona #coronatoegangsbewijs #Influenza #Long Covid #COVID19NL #CovidSafeTicket https://t.co/DMd0Pom9IN,b'OudenhoveSven',"['Covid_19', 'Corona', 'coronatoegangsbewijs', 'Influenza', 'Long', 'COVID19NL', 'CovidSafeTicket']",167
2021-10-22 07:21:28+00:00,2 down but the odds are still in my favour in our house. 🤦🏻‍♀️🤦🏻‍♀️ #Corona #coronavirus,b'mgvaciago',"['Corona', 'coronavirus']",2286
2021-10-22 07:17:21+00:00,"PM #NarendraModi  addressed nation today, a day after record of #100crore #vaccinations  was completed. In his address, he clearly said that answer to every question raised on India's capacity regarding #corona vaccination is 100 crore vaccinations. #SameerWakhende #FATFGreyList https://t.co/nTPLoRPG2K",b'yadav4priya',"['NarendraModi', '100crore', 'vaccinations', 'corona', 'SameerWakhende', 'FATFGreyList']",343
2021-10-22 07:16:30+00:00,"💉🦠Frontline workers engaged in health &amp; tourism sectors, police personnel and members of Tri-Forces to receive Pfizer vaccine as booster shot from 01 November  #lka #SriLanka #news #BREAKING #COVID19 #Corona #CovidVaccine #Pfizer #frontlineworkers",b'Becca__jp',"['lka', 'SriLanka', 'news', 'BREAKING', 'COVID19', 'Corona', 'CovidVaccine', 'Pfizer', 'frontlineworkers']",55
2021-10-22 07:15:52+00:00,Coronavirus Covid-19  World Map for New Cases per 1 million of citizens 10/21/2021  More insights: https://t.co/2y5Pnw07oL  #coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/z56E9UGm2i,b'_Covid19_World_',"['coronavirus', 'COVID19', 'COVID2019', 'COVID2020', 'COVID19Pandemic', 'CoronaUpdate', 'CoronavirusOutbreak', 'Covid19usa', 'Covid_19', 'corona', 'covid19us', 'covid19uk']",1084
2021-10-22 07:15:52+00:00,COVID-19 booster shot to be administered to frontline workers   #lka #SriLanka #COVID19SL #COVID19LK #Covid_19 #COVID19 #coronavirus #Corona #healthcare #BoosterShots #boosterdose #vaccine #vaccination #slnews  https://t.co/mCSvhz52Mn,b'CeylonToday',"['lka', 'SriLanka', 'COVID19SL', 'COVID19LK', 'Covid_19', 'COVID19', 'coronavirus', 'Corona', 'healthcare', 'BoosterShots', 'boosterdose', 'vaccine', 'vaccination', 'slnews']",47581
2021-10-22 07:15:32+00:00,Don't forget to wear your mask! Stay Safe.   #igiftlife #covidvaccine #covid_19 #pandemic #global #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs #vaccination #vaccine #protect #india #staysafe #health #jab #virus #corona #jab #today #crisis https://t.co/pem0c5I8U8,b'igiftlife',"['igiftlife', 'covidvaccine', 'covid_19', 'pandemic', 'global', 'ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs', 'vaccination', 'vaccine', 'protect', 'india', 'staysafe', 'health', 'jab', 'virus', 'corona', 'jab', 'today', 'crisis']",49
2021-10-22 07:13:12+00:00,🚨Interprovincial travel restrictions to be lifted at 04:00 am on 31 October   #lka #SriLanka #news #COVID19 #COVID #COVID19SL #COVID19LK #coronavirus #Corona #travel #travelban #BreakingNews,b'Becca__jp',"['lka', 'SriLanka', 'news', 'COVID19', 'COVID', 'COVID19SL', 'COVID19LK', 'coronavirus', 'Corona', 'travel', 'travelban', 'BreakingNews']",55
2021-10-22 07:11:59+00:00,Global Covid-19 caseload tops 242.4 mn  #Corona #coronavirus #Covid_19 #India #vaccinations   Read More : https://t.co/rXO7uYAuRS,b'Updatenews360E',"['Corona', 'coronavirus', 'Covid_19', 'India', 'vaccinations']",615
2021-10-22 07:11:13+00:00,"Opportunities for Estimator/Project Manager in Corona, CA #Corona #construction Apply →: https://t.co/qlQtq8RHHO https://t.co/3IsuZIVhPI",b'HardHatJob',"['Corona', 'construction']",120
2021-10-22 07:09:50+00:00,#SaturdayMotivation  #COVIDー19 #Corona Study at home #math #tutoring at https://t.co/pLnSNgyjmu,b'snoopbee1',"['SaturdayMotivation', 'COVIDー19', 'Corona', 'math', 'tutoring']",124
2021-10-22 07:05:40+00:00,India’s 100 crore jabs milestone shows the power of collective effort.  #abhouringrealtypvtltd #vaccination #covid #vaccine #coronavirus #vaccines #health #healthcare #corona #pandemic #resistance #truth #medicine #immunization #virus #love #flu #india #influenza #nwo #mkultra https://t.co/4oVUDLlqM5,b'HousingAb',"['abhouringrealtypvtltd', 'vaccination', 'covid', 'vaccine', 'coronavirus', 'vaccines', 'health', 'healthcare', 'corona', 'pandemic', 'resistance', 'truth', 'medicine', 'immunization', 'virus', 'love', 'flu', 'india', 'influenza', 'nwo', 'mkultra']",179
2021-10-22 07:03:49+00:00,Tension simmers as Tehreek-i-Labbaik Pakistan announces long march to Islamabad https://t.co/tJYSmxg4ux #CORONA #InternationalNews #NewsFeed #Breakingnews #PANDEMIC #LOVE,b'Andhravilasnews',"['CORONA', 'InternationalNews', 'NewsFeed', 'Breakingnews', 'PANDEMIC', 'LOVE']",2579
2021-10-22 07:03:31+00:00,Ex-Japanese Justice Minister accepts prison term over vote buying https://t.co/QKCvEiNCLN #INSTAGRAM #InternationalNews #NewsFeed #Breakingnews #CORONA #CORONAVIRUS,b'Andhravilasnews',"['INSTAGRAM', 'InternationalNews', 'NewsFeed', 'Breakingnews', 'CORONA', 'CORONAVIRUS']",2579
2021-10-22 06:58:43+00:00,🤣  Waiting for my #COVID19 #BoosterVaccine and I thought this woman was a fucken Muppet!...  #COVID #COVID19UK #COVID_19 #Corona #Coronavirus #Pfizer #AstraZeneca #Moderna #VaccineCentury #Vaccine #Vaccines #Vaccinate #Vaccinated #Vaccination https://t.co/qqq0pMpx3C,b'BobBarley2021',"['COVID19', 'BoosterVaccine', 'COVID', 'COVID19UK', 'COVID_19', 'Corona', 'Coronavirus', 'Pfizer', 'AstraZeneca', 'Moderna', 'VaccineCentury', 'Vaccine', 'Vaccines', 'Vaccinate', 'Vaccinated', 'Vaccination']",59
2021-10-22 06:57:55+00:00,Whatsapp/ Viber (24 hours ) 📱+8801672761737 📱+61430386787  https://t.co/YHRrBH2Rcy​ (click to chat in whatsapp now!!) https://t.co/xlpIdvrLsE #malaysiatoyotanavigationmapdisk #brands #coronaaclink #insertcorrectmapdisksolution #allion #nd3t #corona,b'navigationdisk',"['malaysiatoyotanavigationmapdisk', 'brands', 'coronaaclink', 'insertcorrectmapdisksolution', 'allion', 'nd3t', 'corona']",88
2021-10-22 06:55:37+00:00,GP's are going to basically hold the country hostage if the government ask them to see patients face to face of whom the majority are vaccinated. What is it about the vaccine the GP's do not trust? #Corona #gmb #COVID19 #Covid19UK #GPS https://t.co/C5bSKCSZf2,b'TimAirbusx',"['Corona', 'gmb', 'COVID19', 'Covid19UK', 'GPS']",336
2021-10-22 06:49:04+00:00,"Slight dip in fresh Covid cases in India, increase in deaths  #Covid_19 #COVID19  #CoronavirusUpdates  #Corona #coronavirus   Read more: https://t.co/7I4Bamzdy6",b'nviTweets',"['Covid_19', 'COVID19', 'CoronavirusUpdates', 'Corona', 'coronavirus']",2510
2021-10-22 06:18:56+00:00,Rozenews Headlines | Corona Virus Updates | 10:00 AM | 22 Oct 2021 | Rozenews   #RozeNews #BreakingNews #Pakistan #Corona #CoronaVaccine #LatestNews  https://t.co/l8nmT5OmdT,b'RozeNewsNetwork',"['RozeNews', 'BreakingNews', 'Pakistan', 'Corona', 'CoronaVaccine', 'LatestNews']",228
2021-10-22 06:15:05+00:00,"🤣  Jesus: *Works Zoom Meeting* ""Okay! Does everybody have sound?...""  #COVID19 #COVID19UK #COVID_19 #Corona #Coronavirus https://t.co/qd06ULXvU7",b'BobBarley2021',"['COVID19', 'COVID19UK', 'COVID_19', 'Corona', 'Coronavirus']",59
2021-10-22 06:12:18+00:00,Coronavirus Covid-19  World Daily Report 10/21/2021  More insights: https://t.co/2y5Pnw07oL  #coronavirus #COVID19  #COVID2019 #COVID2020 #COVID19Pandemic #CoronaUpdate #CoronavirusOutbreak #Covid19usa #Covid_19 #corona #covid19us #covid19uk https://t.co/gAWTW0Qa8B,b'_Covid19_World_',"['coronavirus', 'COVID19', 'COVID2019', 'COVID2020', 'COVID19Pandemic', 'CoronaUpdate', 'CoronavirusOutbreak', 'Covid19usa', 'Covid_19', 'corona', 'covid19us', 'covid19uk']",1084
2021-10-22 06:03:40+00:00,Invest in the Profitable Investment That Brings You Returns on Your Investment.  Now build your dream home at your own pace...  Visit- https://t.co/d5qAKqx6Q4  Call us: +91-7691000444  #StaySafeStayHome #SwasthaBharat #CoronaOutbreak #HealthForAll #Lockdown #Corona #LiveLife https://t.co/CIxGYGIusY,b'replantrealguru',"['StaySafeStayHome', 'SwasthaBharat', 'CoronaOutbreak', 'HealthForAll', 'Lockdown', 'Corona', 'LiveLife']",18
2021-10-22 06:03:38+00:00,"A party that practically celebrated it's ZERO PERFORMANCE in recently held #WestBengal Elections, is today saying there's nothing to celebrate about #VaccineCentury where India's #LargestVaccinationDrive reached Billion Doses #Corona #vaccination that made #BharatPrideOfBillion !",b'harishkrcr',"['WestBengal', 'VaccineCentury', 'LargestVaccinationDrive', 'Corona', 'vaccination', 'BharatPrideOfBillion']",707
2021-10-22 06:00:48+00:00,The municipality has launched the first QR Code module in the country to involve people who have escaped vaccination in the mandatory vaccination campaign.  #vaccine #covidvaccine #deltastrain #corona #getvaccinated #covid19 #smc #smccenters #suratnews #chaitimefeed https://t.co/KZfbjqD1sA,b'ChaiTimeFeed',"['vaccine', 'covidvaccine', 'deltastrain', 'corona', 'getvaccinated', 'covid19', 'smc', 'smccenters', 'suratnews', 'chaitimefeed']",31
2021-10-22 06:00:41+00:00,#Pakistan records 16 more #Corona  deaths in a day - SUCH TV https://t.co/P9E3142eCf,b'suchtvnews',"['Pakistan', 'Corona']",14365
2021-10-22 06:00:37+00:00,Jagan gurinchi votesina Ananthpur vasulu Corona tym lo ila annaru 👇👇 #Corona  #OxygenShortage  Failure of Jagan Government !! Your CM creates daily one problem for AP people to fight and entertain or instigate Violence and enjoy !!oreyyy Gorremanda !! https://t.co/i7Ot2DlWTq https://t.co/RMlttXpqvC,b'TDPTS4U',"['Corona', 'OxygenShortage']",742
2021-10-22 05:57:55+00:00,Moscow to impose strictest lockdown measures since June 2020   #worldnews #Russia #Moscow #COVID19SL #COVID19LK #Covid_19 #COVID19 #coronavirus #Corona #travelban #Curfew #lockdown #restrictions https://t.co/LEsM4CuzxC,b'CeylonToday',"['worldnews', 'Russia', 'Moscow', 'COVID19SL', 'COVID19LK', 'Covid_19', 'COVID19', 'coronavirus', 'Corona', 'travelban', 'Curfew', 'lockdown', 'restrictions']",47581
2021-10-22 05:52:35+00:00,"India logs 15,786 fresh Covid cases, 231 deaths  #India #HealthMinistry #ICMR #Coronavirus #COVID19 #Corona #Covid #IndiaCovid #IndiaCovidTally #IndiaCovidDeaths #IndiaCovidReport #CoronaVaccine #CovidVaccine #YesPunjab  https://t.co/ZjYu2LzyUD",b'yespunjab',"['India', 'HealthMinistry', 'ICMR', 'Coronavirus', 'COVID19', 'Corona', 'Covid', 'IndiaCovid', 'IndiaCovidTally', 'IndiaCovidDeaths', 'IndiaCovidReport', 'CoronaVaccine', 'CovidVaccine', 'YesPunjab']",112651
2021-10-22 05:52:19+00:00,"Global Covid-19 caseload tops 242.4 mn, deaths surge to more than 4.92mn  #GlobalCovidCases #GlobalCoronaCases #Coronavirus #COVID19 #Corona #Covid #GlobalCovidCount #CovidTally #CovidDeaths #JohnsHopkinsUniversity #YesPunjab  https://t.co/N5i6dnKzT5",b'yespunjab',"['GlobalCovidCases', 'GlobalCoronaCases', 'Coronavirus', 'COVID19', 'Corona', 'Covid', 'GlobalCovidCount', 'CovidTally', 'CovidDeaths', 'JohnsHopkinsUniversity', 'YesPunjab']",112651
2021-10-22 05:47:42+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:47:26+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:47:02+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:46:52+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:46:42+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:46:33+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:46:18+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:46:07+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:45:57+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:45:46+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:45:32+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:45:22+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:45:13+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:44:43+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:44:28+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:44:09+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:44:00+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:43:40+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
2021-10-22 05:43:30+00:00,#Pandemic #vaccines #Hindutva #politics #polarisation #propaganda to #profits from #misery on victims of #corona #viruses to #bettings on #victims of #Kashmiri #Bangladeshi in #India vs #Pakistan t20 #cricket WC,b'Cedrick0577',"['Pandemic', 'vaccines', 'Hindutva', 'politics', 'polarisation', 'propaganda', 'profits', 'misery', 'corona', 'viruses', 'bettings', 'victims', 'Kashmiri', 'Bangladeshi', 'India', 'Pakistan', 'cricket']",23
